Timestamp,Temperature,GasLevel,Pressure,Humidity,WorkerCount,Maintenance,Permit,MachineStatus,Zone,Risk
2026-03-12 11:04:10,25.3,129.1,2.76,43.5,4,No,No,Normal,Zone B,Safe
2026-02-02 09:26:23,47.3,138.0,2.59,76.6,3,Yes,No,Fault,Zone A,Warning
2026-02-10 12:15:28,36.2,40.4,3.91,82.6,30,Yes,No,Normal,Zone A,Warning
2026-05-28 13:31:06,24.2,167.0,3.34,30.9,2,No,Yes,Warning,Zone C,Safe
2026-03-13 22:17:04,50.3,60.8,3.79,39.2,23,No,No,Fault,Zone B,Critical
2026-05-25 18:17:54,41.1,82.2,3.05,75.0,30,Yes,No,Normal,Zone B,Safe
2026-05-09 03:15:27,45.1,92.6,2.74,72.3,11,Yes,No,Fault,Zone D,Warning
2026-05-19 07:55:38,30.6,241.6,2.48,67.8,22,Yes,Yes,Fault,Zone D,Warning
2026-03-02 12:37:52,20.8,275.8,4.05,58.3,22,No,No,Warning,Zone D,Safe
2026-04-23 01:59:43,31.4,126.7,3.69,42.1,8,Yes,No,Warning,Zone A,Safe
2026-06-20 19:00:48,43.4,104.6,2.5,87.5,12,Yes,Yes,Fault,Zone A,Warning
2026-02-01 13:28:12,39.7,256.7,2.8,72.4,3,No,Yes,Normal,Zone A,Safe
2026-01-29 01:42:22,31.5,200.9,2.34,77.2,22,Yes,No,Warning,Zone B,Safe
2026-02-25 13:11:22,45.3,273.0,2.54,37.8,16,Yes,No,Normal,Zone C,Safe
2026-03-02 04:37:38,31.0,88.6,1.93,75.8,25,No,No,Fault,Zone B,Warning
2026-01-22 20:12:28,26.6,155.7,2.43,80.2,28,Yes,Yes,Normal,Zone C,Warning
2026-04-30 11:52:59,27.9,50.2,3.04,68.7,13,No,Yes,Warning,Zone B,Safe
2026-04-18 11:53:43,46.1,137.3,2.96,80.0,3,No,No,Normal,Zone C,Safe
2026-01-16 12:58:26,40.1,332.8,2.97,42.1,28,Yes,Yes,Warning,Zone A,Warning
2026-04-27 13:58:18,40.2,158.7,1.41,33.3,24,Yes,Yes,Normal,Zone D,Warning
2026-06-21 15:20:54,35.5,353.4,2.84,43.7,6,No,Yes,Warning,Zone D,Warning
2026-05-02 00:45:45,44.4,151.5,2.36,45.3,12,No,Yes,Fault,Zone A,Warning
2026-02-11 14:19:59,39.2,180.7,3.27,69.1,12,No,Yes,Normal,Zone D,Safe
2026-03-17 22:48:29,36.5,284.9,2.76,58.3,17,No,No,Normal,Zone D,Safe
2026-01-18 21:21:26,31.8,243.9,3.26,86.3,9,No,Yes,Normal,Zone D,Safe
2026-03-23 23:13:37,36.7,180.1,2.46,52.5,24,No,Yes,Warning,Zone B,Safe
2026-03-12 22:18:34,44.8,227.5,3.02,72.5,13,Yes,No,Fault,Zone D,Warning
2026-01-25 00:14:59,21.2,202.5,2.65,66.4,17,No,Yes,Fault,Zone A,Warning
2026-03-30 00:00:08,33.8,216.5,2.81,35.1,21,Yes,Yes,Normal,Zone A,Warning
2026-02-02 10:09:36,27.1,194.6,3.62,52.1,2,Yes,No,Normal,Zone A,Safe
2026-03-21 17:28:14,36.4,124.4,1.99,84.6,18,Yes,No,Normal,Zone D,Safe
2026-02-18 19:16:42,40.0,137.4,1.88,62.6,13,No,Yes,Normal,Zone C,Safe
2026-04-15 13:28:51,29.4,161.2,3.53,60.8,16,Yes,Yes,Normal,Zone C,Warning
2026-02-15 20:24:22,21.9,151.4,2.87,47.1,21,No,No,Fault,Zone A,Warning
2026-03-16 06:39:23,31.5,274.3,2.27,34.0,4,Yes,No,Fault,Zone C,Warning
2026-02-04 18:44:44,37.8,143.3,2.64,48.7,28,Yes,Yes,Warning,Zone A,Warning
2026-06-18 12:09:20,55.7,217.7,3.11,66.5,6,Yes,No,Warning,Zone B,Warning
2026-05-26 09:34:40,44.1,113.3,1.55,54.9,1,No,No,Warning,Zone A,Safe
2026-03-16 22:07:36,31.3,232.4,2.91,81.5,6,No,Yes,Normal,Zone A,Safe
2026-04-20 09:44:46,33.7,401.7,2.75,46.5,20,No,No,Fault,Zone A,Warning
2026-06-14 15:15:19,40.5,322.6,2.4,80.1,16,Yes,No,Normal,Zone A,Warning
2026-05-15 09:09:27,40.5,333.6,1.92,82.4,27,Yes,No,Normal,Zone B,Warning
2026-02-09 03:44:27,32.3,266.5,3.12,56.0,25,Yes,Yes,Normal,Zone C,Warning
2026-01-14 04:17:59,29.5,184.4,2.7,69.7,26,No,No,Warning,Zone C,Safe
2026-01-09 05:29:42,26.1,74.9,3.44,33.5,18,No,No,Warning,Zone C,Safe
2026-02-25 21:24:04,25.9,115.2,3.15,34.9,15,Yes,No,Warning,Zone C,Safe
2026-01-02 11:58:11,47.9,110.7,3.37,48.9,29,No,Yes,Warning,Zone A,Safe
2026-01-20 21:48:04,36.5,19.2,4.25,51.2,5,No,Yes,Fault,Zone B,Warning
2026-02-14 07:44:03,37.0,78.7,2.26,53.4,12,No,Yes,Normal,Zone D,Safe
2026-04-29 12:30:58,39.5,287.6,3.22,56.9,12,Yes,Yes,Normal,Zone D,Safe
2026-01-26 02:09:10,35.5,191.4,3.95,71.6,21,Yes,No,Fault,Zone D,Warning
2026-04-07 23:48:20,23.8,267.3,2.92,51.4,29,Yes,No,Fault,Zone C,Warning
2026-02-12 05:53:49,27.1,118.2,2.99,69.6,29,No,No,Fault,Zone D,Warning
2026-04-03 11:54:02,41.4,274.9,2.97,58.8,9,No,Yes,Normal,Zone C,Safe
2026-05-06 04:10:54,32.3,261.2,2.9,45.4,27,Yes,No,Warning,Zone C,Safe
2026-04-13 05:42:48,38.6,294.8,4.04,38.3,10,Yes,Yes,Warning,Zone B,Warning
2026-05-25 08:23:46,21.5,254.8,3.24,70.6,15,Yes,No,Fault,Zone B,Warning
2026-04-28 03:26:51,37.6,197.8,1.69,70.5,10,No,No,Normal,Zone C,Safe
2026-01-28 16:04:18,39.1,198.2,3.07,72.2,1,No,Yes,Normal,Zone C,Safe
2026-06-10 13:15:27,34.0,0.0,2.23,64.0,27,Yes,Yes,Warning,Zone C,Warning
2026-06-21 13:03:28,34.2,73.8,3.6,77.9,1,No,No,Fault,Zone A,Warning
2026-05-25 21:07:54,30.3,192.6,3.09,45.3,2,No,Yes,Warning,Zone C,Safe
2026-04-19 12:38:50,49.0,239.7,2.9,52.1,26,Yes,Yes,Fault,Zone C,Warning
2026-03-03 06:09:08,38.3,53.4,1.95,40.0,5,Yes,No,Fault,Zone A,Warning
2026-06-12 01:29:22,43.9,231.0,3.12,40.0,10,Yes,Yes,Warning,Zone C,Safe
2026-01-28 19:22:10,36.2,266.6,3.21,35.3,8,No,No,Warning,Zone A,Safe
2026-01-13 19:40:42,37.2,208.8,2.73,60.6,29,No,No,Fault,Zone C,Warning
2026-04-04 07:18:00,32.0,24.9,2.92,84.7,6,No,No,Fault,Zone B,Safe
2026-01-22 01:11:50,31.4,168.2,2.95,54.5,22,Yes,No,Normal,Zone D,Safe
2026-01-14 13:37:10,20.0,121.6,2.6,79.1,18,Yes,No,Warning,Zone A,Safe
2026-02-01 02:58:34,46.8,46.6,2.42,84.3,10,No,Yes,Warning,Zone D,Safe
2026-04-04 17:47:22,47.2,23.6,3.85,68.8,4,Yes,No,Fault,Zone C,Warning
2026-06-16 04:02:53,34.2,155.5,1.82,72.0,17,No,No,Warning,Zone D,Safe
2026-06-06 19:17:06,32.5,229.2,3.19,89.4,15,No,No,Warning,Zone A,Safe
2026-03-27 13:36:56,40.0,146.2,2.47,74.0,30,Yes,No,Normal,Zone B,Safe
2026-05-03 02:57:27,45.2,194.8,2.69,61.9,20,No,Yes,Fault,Zone C,Warning
2026-01-08 12:42:36,42.8,63.4,2.21,31.8,5,No,Yes,Warning,Zone B,Safe
2026-03-24 19:10:44,39.6,347.2,1.91,82.6,13,Yes,No,Fault,Zone D,Warning
2026-02-05 02:15:55,35.4,250.2,2.61,74.8,27,Yes,Yes,Normal,Zone C,Warning
2026-04-17 02:02:42,47.5,132.2,2.19,68.1,27,Yes,No,Fault,Zone A,Warning
2026-01-20 21:45:45,32.3,282.8,3.38,76.5,27,No,No,Fault,Zone C,Warning
2026-01-22 21:40:35,33.6,91.2,2.21,70.7,28,Yes,Yes,Fault,Zone A,Warning
2026-05-25 19:33:01,25.4,200.3,3.11,71.3,23,Yes,Yes,Fault,Zone D,Warning
2026-03-10 03:43:46,32.6,147.2,3.81,50.8,5,Yes,Yes,Warning,Zone C,Warning
2026-01-17 00:05:03,35.5,155.2,2.22,79.9,24,Yes,No,Fault,Zone B,Warning
2026-06-21 19:15:04,20.5,211.6,2.72,40.8,4,Yes,Yes,Normal,Zone A,Safe
2026-06-21 03:03:30,45.0,286.9,2.39,80.1,17,Yes,Yes,Normal,Zone A,Safe
2026-03-11 21:43:25,25.8,112.6,3.37,62.0,16,Yes,No,Warning,Zone A,Safe
2026-05-17 14:24:18,28.1,177.3,3.04,86.6,30,Yes,No,Warning,Zone D,Safe
2026-05-21 15:48:00,41.1,212.4,2.88,63.3,6,Yes,No,Fault,Zone D,Warning
2026-01-21 06:39:54,37.5,185.9,2.67,73.4,28,Yes,No,Normal,Zone A,Safe
2026-03-19 04:24:00,35.7,338.7,3.23,89.4,6,Yes,Yes,Normal,Zone B,Warning
2026-02-28 22:50:36,37.1,121.6,3.24,66.5,16,No,No,Warning,Zone A,Safe
2026-02-09 10:20:03,24.1,143.9,2.56,67.3,19,No,No,Fault,Zone C,Safe
2026-04-22 03:21:02,31.9,125.5,2.56,59.3,13,No,Yes,Warning,Zone D,Safe
2026-03-05 00:25:32,42.5,315.9,2.02,75.3,27,No,Yes,Normal,Zone C,Warning
2026-05-21 20:55:13,29.3,244.8,2.76,38.5,15,Yes,No,Normal,Zone C,Safe
2026-03-01 11:01:46,32.7,267.2,3.43,32.6,2,No,Yes,Warning,Zone B,Safe
2026-03-19 19:41:27,31.0,240.2,3.73,55.8,15,No,No,Normal,Zone B,Safe
2026-05-13 15:47:47,29.0,115.3,2.75,54.1,12,Yes,No,Fault,Zone D,Warning
2026-03-17 07:23:13,36.7,191.9,2.0,72.2,17,Yes,Yes,Fault,Zone B,Warning
2026-02-27 14:39:46,20.5,305.3,2.66,66.6,12,No,No,Fault,Zone B,Warning
2026-02-02 19:10:07,37.2,103.7,2.82,61.7,9,No,No,Normal,Zone D,Safe
2026-02-09 21:47:27,24.1,170.6,3.33,46.8,13,No,Yes,Fault,Zone C,Warning
2026-05-13 06:38:45,38.7,150.0,2.66,41.2,5,No,No,Fault,Zone D,Safe
2026-01-26 15:16:10,25.2,167.0,3.57,51.1,3,Yes,Yes,Fault,Zone B,Warning
2026-05-17 18:08:01,42.8,145.2,3.67,83.8,8,Yes,Yes,Warning,Zone D,Warning
2026-01-05 08:43:18,38.4,154.0,3.14,87.1,11,Yes,Yes,Normal,Zone B,Safe
2026-03-21 21:56:18,34.5,156.3,2.65,46.4,24,No,No,Normal,Zone A,Safe
2026-03-18 13:59:54,39.2,259.1,2.03,56.3,20,No,Yes,Normal,Zone A,Safe
2026-03-18 12:26:09,39.2,207.4,2.27,86.0,15,No,Yes,Normal,Zone C,Safe
2026-06-02 02:28:52,40.0,118.5,2.57,35.4,4,No,No,Normal,Zone B,Safe
2026-04-04 19:55:41,27.2,194.4,2.59,46.9,7,No,No,Warning,Zone C,Safe
2026-03-09 13:52:18,28.9,288.8,3.0,75.7,8,Yes,Yes,Warning,Zone B,Safe
2026-04-12 19:43:36,28.0,106.2,2.69,86.8,3,Yes,Yes,Normal,Zone A,Safe
2026-02-08 20:54:52,37.3,113.6,1.82,72.4,26,Yes,Yes,Warning,Zone D,Warning
2026-04-07 05:33:54,21.3,254.3,3.64,32.5,19,Yes,No,Normal,Zone D,Safe
2026-02-21 00:16:43,38.1,177.9,2.66,37.9,7,Yes,No,Fault,Zone C,Warning
2026-01-09 12:06:33,26.1,237.9,2.12,62.9,12,Yes,Yes,Warning,Zone D,Safe
2026-04-02 22:02:52,32.6,219.4,2.42,34.1,21,No,Yes,Fault,Zone A,Warning
2026-03-07 07:13:54,35.2,91.2,3.11,86.7,5,No,Yes,Normal,Zone D,Safe
2026-04-05 10:08:41,34.6,224.5,3.48,57.3,8,Yes,No,Normal,Zone B,Safe
2026-05-28 16:27:00,38.8,166.2,3.51,43.9,27,No,No,Warning,Zone C,Safe
2026-01-24 17:33:01,49.7,128.5,1.87,36.9,3,Yes,No,Normal,Zone B,Safe
2026-03-09 15:35:06,33.4,196.6,2.97,39.9,28,No,No,Fault,Zone A,Warning
2026-02-21 02:02:10,39.5,16.8,3.12,40.7,18,Yes,No,Warning,Zone A,Safe
2026-01-09 13:40:48,32.7,274.6,2.22,53.0,2,No,No,Warning,Zone B,Safe
2026-06-20 22:24:37,32.1,150.0,3.25,87.1,11,Yes,Yes,Normal,Zone C,Safe
2026-02-20 09:16:44,37.1,159.4,3.13,78.0,30,Yes,Yes,Warning,Zone A,Warning
2026-01-07 06:08:21,22.6,192.3,2.91,65.4,26,Yes,No,Normal,Zone D,Safe
2026-06-04 07:17:54,31.9,313.2,2.47,44.6,20,Yes,No,Normal,Zone C,Warning
2026-02-27 18:06:08,45.6,129.3,3.6,88.9,24,Yes,Yes,Normal,Zone D,Warning
2026-03-10 14:09:35,40.0,159.9,2.65,85.1,17,Yes,No,Warning,Zone D,Safe
2026-03-26 20:31:30,46.0,327.1,2.63,58.0,10,Yes,Yes,Normal,Zone A,Warning
2026-04-08 13:18:19,29.6,124.7,3.56,66.3,25,Yes,No,Fault,Zone A,Warning
2026-05-18 05:55:36,31.4,79.0,3.29,58.9,18,No,Yes,Warning,Zone D,Safe
2026-01-26 21:21:19,34.8,189.1,3.38,77.3,23,Yes,No,Fault,Zone D,Warning
2026-01-25 08:58:35,47.7,255.2,2.41,71.3,18,Yes,Yes,Warning,Zone A,Safe
2026-03-10 19:43:34,39.0,5.2,2.72,82.9,29,No,No,Normal,Zone C,Safe
2026-06-05 13:43:01,25.8,285.3,2.66,65.4,14,Yes,Yes,Normal,Zone A,Safe
2026-06-03 14:38:29,37.7,63.2,1.54,37.2,19,Yes,Yes,Warning,Zone A,Safe
2026-05-03 19:18:36,36.2,114.2,2.73,35.9,26,Yes,Yes,Normal,Zone A,Warning
2026-01-23 05:38:35,21.4,113.9,2.7,75.5,2,Yes,No,Normal,Zone C,Safe
2026-01-29 04:05:49,40.3,347.5,2.94,45.6,2,No,No,Fault,Zone B,Warning
2026-06-26 15:27:49,35.4,242.5,2.58,36.0,10,Yes,No,Warning,Zone A,Safe
2026-01-04 20:06:16,43.6,55.2,2.74,67.6,22,Yes,Yes,Warning,Zone B,Warning
2026-04-29 15:47:18,34.8,215.6,2.82,59.8,16,No,Yes,Warning,Zone C,Safe
2026-01-06 23:32:49,45.8,117.8,3.28,62.7,12,No,Yes,Fault,Zone C,Warning
2026-06-02 04:25:34,32.6,46.4,3.44,83.8,11,Yes,Yes,Warning,Zone D,Safe
2026-03-25 09:04:44,34.5,154.5,2.77,81.7,23,No,No,Normal,Zone B,Safe
2026-03-24 21:48:19,38.4,78.4,2.76,89.2,30,Yes,Yes,Warning,Zone B,Warning
2026-06-26 23:59:18,32.3,164.6,2.35,48.4,4,No,Yes,Normal,Zone B,Safe
2026-01-23 14:22:30,33.5,169.7,2.06,70.3,23,No,No,Normal,Zone A,Safe
2026-04-27 18:11:50,44.2,87.2,3.13,81.5,16,Yes,No,Warning,Zone D,Safe
2026-03-14 08:44:15,27.8,231.6,3.55,48.9,10,Yes,Yes,Warning,Zone D,Warning
2026-03-03 21:00:43,40.8,212.9,3.38,53.3,16,Yes,No,Warning,Zone D,Safe
2026-03-27 13:54:24,51.4,318.9,2.63,50.6,2,Yes,Yes,Warning,Zone B,Critical
2026-01-16 20:51:40,25.8,308.4,2.53,59.0,22,No,Yes,Fault,Zone C,Critical
2026-04-06 05:44:49,33.9,207.2,3.49,62.8,2,No,Yes,Fault,Zone C,Warning
2026-05-11 19:53:12,31.8,121.4,2.83,53.9,30,No,Yes,Normal,Zone C,Safe
2026-01-15 00:02:49,40.6,148.7,2.22,62.6,24,No,No,Fault,Zone A,Warning
2026-05-10 21:35:37,45.2,138.9,2.32,50.1,26,Yes,No,Fault,Zone C,Warning
2026-04-08 02:28:28,35.9,135.0,2.63,74.4,28,No,No,Fault,Zone C,Warning
2026-02-20 00:30:08,43.2,52.5,3.53,38.5,6,No,No,Fault,Zone B,Warning
2026-05-22 10:45:06,41.1,220.3,3.57,36.6,5,Yes,No,Fault,Zone C,Warning
2026-03-10 23:18:29,38.4,197.9,3.41,71.4,3,Yes,No,Warning,Zone D,Safe
2026-06-01 08:20:47,43.5,150.9,2.81,65.6,2,No,No,Warning,Zone C,Safe
2026-06-06 13:26:02,42.3,255.1,3.06,37.3,26,Yes,Yes,Warning,Zone C,Warning
2026-03-26 07:07:43,34.3,304.0,1.7,60.6,27,No,Yes,Warning,Zone D,Warning
2026-03-23 16:20:57,23.6,186.4,3.13,87.2,1,No,Yes,Warning,Zone A,Safe
2026-04-15 17:35:29,39.6,106.7,3.09,66.4,12,No,Yes,Warning,Zone A,Safe
2026-03-20 04:24:28,43.0,278.7,2.9,79.3,19,Yes,No,Fault,Zone C,Warning
2026-03-09 01:52:52,22.8,132.2,2.7,78.5,3,No,Yes,Warning,Zone C,Safe
2026-02-21 07:44:18,43.4,94.9,2.79,75.3,9,No,Yes,Normal,Zone B,Safe
2026-03-14 07:17:32,31.6,26.6,2.68,76.9,5,Yes,Yes,Normal,Zone A,Safe
2026-03-25 06:01:19,31.2,217.0,2.31,85.0,6,No,No,Normal,Zone B,Safe
2026-02-18 16:52:10,43.0,231.8,2.65,83.7,2,No,No,Normal,Zone C,Safe
2026-06-11 06:39:25,31.3,260.1,3.49,69.8,18,Yes,Yes,Warning,Zone A,Safe
2026-02-22 14:07:26,30.7,170.8,3.14,58.4,3,No,Yes,Fault,Zone A,Warning
2026-03-17 21:42:32,43.5,153.9,3.15,47.7,8,Yes,No,Fault,Zone C,Warning
2026-05-21 23:02:03,37.2,210.8,2.25,42.9,27,No,Yes,Fault,Zone D,Warning
2026-02-04 14:20:55,35.4,76.2,3.58,80.2,29,No,Yes,Normal,Zone C,Warning
2026-05-24 16:04:00,45.1,132.0,2.29,32.0,20,No,No,Warning,Zone C,Safe
2026-05-06 05:48:27,31.3,252.6,2.69,44.3,16,No,Yes,Normal,Zone C,Safe
2026-01-08 16:32:56,33.6,174.0,1.95,33.9,2,No,Yes,Fault,Zone A,Warning
2026-02-03 08:57:35,38.1,0.0,2.7,55.1,4,Yes,No,Fault,Zone C,Warning
2026-01-21 17:42:49,39.9,211.2,2.3,66.8,7,No,Yes,Fault,Zone B,Warning
2026-05-02 15:47:16,22.8,149.0,3.96,54.0,13,Yes,Yes,Normal,Zone D,Warning
2026-05-14 00:07:20,48.3,137.2,2.55,51.1,18,Yes,Yes,Fault,Zone D,Warning
2026-02-01 03:36:10,32.7,159.2,2.78,78.9,22,No,No,Warning,Zone B,Safe
2026-06-09 03:23:11,43.4,14.1,2.92,87.0,27,No,Yes,Warning,Zone B,Safe
2026-05-15 19:58:56,42.1,249.5,2.58,89.9,26,No,Yes,Warning,Zone C,Safe
2026-06-24 20:15:47,44.7,228.0,2.49,64.5,24,Yes,Yes,Warning,Zone D,Warning
2026-03-06 08:08:09,44.6,225.8,3.25,31.3,12,Yes,No,Fault,Zone A,Warning
2026-01-13 08:14:00,27.8,142.8,2.94,32.2,30,No,No,Fault,Zone B,Warning
2026-03-22 01:20:41,33.5,116.9,2.28,67.0,15,No,Yes,Fault,Zone B,Warning
2026-03-06 20:57:57,23.0,196.3,2.55,60.2,30,Yes,No,Fault,Zone B,Warning
2026-04-02 08:36:04,30.0,117.4,2.77,73.8,20,No,No,Warning,Zone C,Safe
2026-01-07 13:54:49,44.4,61.9,3.07,76.3,4,Yes,No,Warning,Zone B,Safe
2026-06-08 13:16:41,21.6,167.6,2.92,50.1,19,No,Yes,Normal,Zone D,Safe
2026-03-25 22:54:38,41.3,174.1,2.79,36.4,1,Yes,Yes,Warning,Zone C,Safe
2026-05-23 21:35:04,26.1,95.3,2.59,68.2,25,No,Yes,Normal,Zone A,Safe
2026-04-17 19:47:49,45.6,29.2,2.4,42.4,27,No,Yes,Fault,Zone B,Warning
2026-01-20 22:58:35,48.4,114.6,2.72,71.7,3,Yes,No,Warning,Zone C,Safe
2026-05-03 07:02:32,28.3,81.4,4.18,64.2,5,No,Yes,Fault,Zone C,Warning
2026-03-14 07:20:46,33.0,64.6,2.61,74.7,4,No,No,Fault,Zone A,Safe
2026-05-24 20:53:42,27.5,240.6,2.68,57.0,24,Yes,Yes,Fault,Zone C,Warning
2026-05-04 10:55:22,19.6,258.0,3.53,68.7,15,No,No,Fault,Zone D,Warning
2026-04-07 07:29:25,27.0,273.0,2.47,48.4,10,No,Yes,Fault,Zone B,Warning
2026-06-22 08:51:19,20.1,187.8,2.3,81.5,24,Yes,Yes,Normal,Zone C,Warning
2026-02-08 17:50:54,28.3,243.2,2.9,78.6,22,No,No,Warning,Zone D,Safe
2026-06-18 20:22:20,14.8,354.7,2.85,36.7,6,No,Yes,Normal,Zone C,Warning
2026-03-04 01:38:59,22.5,216.6,3.78,45.4,16,No,Yes,Fault,Zone D,Warning
2026-03-17 05:28:15,27.0,154.6,2.59,43.3,10,No,No,Warning,Zone B,Safe
2026-05-01 08:51:00,36.0,84.3,3.01,47.8,5,Yes,Yes,Warning,Zone C,Safe
2026-04-30 21:27:55,41.8,335.3,3.05,73.7,19,No,Yes,Warning,Zone C,Warning
2026-02-24 08:07:22,41.6,213.6,2.91,55.8,6,Yes,No,Warning,Zone D,Safe
2026-02-21 21:19:55,43.3,278.9,3.04,30.3,15,Yes,Yes,Warning,Zone C,Safe
2026-02-22 18:31:29,43.6,172.2,2.74,38.0,20,Yes,Yes,Fault,Zone C,Warning
2026-05-22 19:02:12,22.7,73.5,2.61,51.8,5,Yes,Yes,Fault,Zone B,Warning
2026-05-21 13:04:31,31.4,143.5,2.85,64.2,1,Yes,Yes,Normal,Zone D,Safe
2026-04-27 07:38:07,22.1,244.3,2.41,48.6,27,Yes,No,Normal,Zone C,Safe
2026-06-19 02:58:49,36.8,234.6,3.51,79.1,19,No,No,Fault,Zone B,Warning
2026-04-30 04:27:01,32.5,92.5,2.16,86.2,27,No,No,Normal,Zone A,Safe
2026-02-23 23:28:51,46.1,160.9,2.82,62.0,15,No,No,Warning,Zone A,Safe
2026-06-16 09:41:50,35.2,197.4,2.36,76.7,28,Yes,No,Fault,Zone A,Warning
2026-02-07 14:15:17,35.2,165.4,2.97,88.9,12,Yes,Yes,Fault,Zone A,Warning
2026-05-05 00:42:01,41.0,128.6,3.28,88.4,11,Yes,No,Warning,Zone D,Safe
2026-03-31 09:06:45,39.9,150.1,2.96,63.8,21,Yes,No,Normal,Zone D,Safe
2026-06-10 20:22:01,38.8,187.9,2.28,51.4,4,No,Yes,Fault,Zone A,Warning
2026-02-15 05:58:58,40.3,247.3,2.6,34.9,21,Yes,Yes,Normal,Zone D,Warning
2026-05-19 01:50:10,37.5,184.1,2.72,67.8,28,Yes,Yes,Warning,Zone D,Warning
2026-04-23 22:12:55,34.8,192.5,3.36,79.5,5,No,Yes,Fault,Zone D,Warning
2026-04-09 10:48:08,23.0,351.8,2.28,81.4,10,Yes,Yes,Fault,Zone A,Critical
2026-01-08 12:26:13,23.0,175.5,2.51,44.6,17,Yes,Yes,Warning,Zone A,Safe
2026-05-04 22:04:25,37.6,227.9,1.91,53.9,16,Yes,Yes,Normal,Zone D,Safe
2026-04-19 10:09:33,31.8,194.1,2.8,50.2,23,No,No,Fault,Zone B,Warning
2026-05-16 00:16:39,26.5,146.0,2.71,83.7,21,No,No,Fault,Zone B,Warning
2026-04-07 05:26:11,29.2,213.0,2.4,72.1,29,No,Yes,Warning,Zone D,Safe
2026-02-14 03:46:24,49.0,249.7,3.15,58.7,16,No,No,Fault,Zone D,Safe
2026-05-08 04:41:26,33.3,177.2,2.88,42.2,10,Yes,Yes,Normal,Zone C,Safe
2026-05-04 15:45:21,40.6,210.4,2.98,43.9,14,No,No,Normal,Zone D,Safe
2026-06-23 02:53:10,40.7,144.6,2.01,71.4,4,Yes,No,Warning,Zone A,Safe
2026-06-13 15:39:30,33.3,109.6,2.86,39.8,12,No,Yes,Warning,Zone D,Safe
2026-04-30 06:47:30,25.4,141.6,2.61,35.6,20,No,Yes,Normal,Zone C,Safe
2026-04-14 06:45:46,45.8,99.6,2.78,37.7,9,Yes,No,Normal,Zone C,Safe
2026-05-22 11:55:37,39.5,143.6,2.19,62.9,9,No,No,Warning,Zone D,Safe
2026-03-21 08:35:43,27.9,259.5,3.06,80.8,14,No,No,Normal,Zone C,Safe
2026-05-07 11:49:07,37.3,190.3,3.23,88.1,16,Yes,No,Fault,Zone A,Warning
2026-05-16 04:38:19,35.2,138.2,3.22,41.8,10,No,No,Normal,Zone B,Safe
2026-05-08 07:52:57,19.2,362.4,3.23,35.7,18,Yes,Yes,Fault,Zone C,Critical
2026-03-24 10:32:35,28.4,91.1,2.02,67.4,5,Yes,Yes,Warning,Zone A,Safe
2026-06-24 05:58:33,35.9,170.2,3.21,58.1,25,No,No,Fault,Zone A,Warning
2026-01-30 00:10:35,34.2,117.6,2.58,30.2,21,Yes,Yes,Warning,Zone B,Warning
2026-01-10 00:57:17,27.2,187.2,3.52,46.5,6,No,Yes,Warning,Zone B,Safe
2026-01-26 22:23:44,21.1,226.7,2.49,86.8,30,No,No,Warning,Zone B,Safe
2026-05-01 18:05:21,31.9,246.6,2.71,69.3,18,Yes,Yes,Normal,Zone A,Safe
2026-03-29 02:59:14,38.3,168.6,2.7,76.4,25,Yes,No,Warning,Zone A,Safe
2026-01-11 00:10:26,41.3,184.7,3.32,56.9,6,No,No,Normal,Zone B,Safe
2026-01-02 07:24:42,33.4,247.8,2.63,80.9,21,Yes,Yes,Warning,Zone A,Warning
2026-04-27 22:10:35,39.3,67.5,3.52,81.3,27,No,No,Normal,Zone C,Safe
2026-03-26 07:42:22,20.1,175.2,3.01,33.6,28,Yes,Yes,Normal,Zone D,Warning
2026-06-25 02:27:30,38.3,321.9,1.87,60.1,1,Yes,Yes,Normal,Zone D,Warning
2026-02-23 00:04:48,30.9,287.7,2.42,62.6,7,No,No,Warning,Zone A,Safe
2026-03-12 09:05:18,36.0,274.0,3.09,63.4,10,No,No,Normal,Zone A,Safe
2026-06-07 21:51:07,31.5,227.0,2.18,51.5,9,No,No,Warning,Zone D,Safe
2026-01-25 15:19:14,33.7,287.6,2.56,53.8,3,Yes,No,Fault,Zone C,Warning
2026-05-13 04:09:15,37.2,135.1,2.42,49.8,16,No,Yes,Warning,Zone A,Safe
2026-02-16 17:54:18,44.9,245.4,2.83,78.6,16,No,No,Fault,Zone A,Safe
2026-05-08 22:16:05,48.3,87.6,2.71,63.9,15,Yes,Yes,Warning,Zone B,Safe
2026-04-23 16:13:58,49.8,269.2,2.74,49.9,15,No,No,Fault,Zone A,Safe
2026-04-05 05:57:11,40.8,143.6,1.81,54.9,21,No,No,Normal,Zone A,Safe
2026-04-05 23:21:57,42.8,157.5,2.9,31.4,4,Yes,Yes,Warning,Zone B,Safe
2026-02-02 23:27:56,24.2,220.6,3.54,67.5,3,Yes,No,Fault,Zone D,Warning
2026-06-26 21:55:37,33.4,143.6,3.31,66.7,17,Yes,Yes,Warning,Zone C,Safe
2026-05-06 16:11:51,50.9,26.0,2.99,44.7,14,No,No,Normal,Zone A,Safe
2026-05-09 05:24:43,25.5,219.8,2.89,74.6,11,No,Yes,Warning,Zone B,Safe
2026-03-21 23:35:35,33.8,89.4,3.66,45.7,25,No,No,Warning,Zone B,Safe
